user_id,booking_id,created_at,status,checkin_status,booking_start_time,booking_end_time,is_demo
90,77,2023-01-31 15:09:24.225666+00:00,completed,checkInNotAvailable,2023-02-01 06:00:00+00:00,2023-02-01 17:00:00+00:00,FALSE
96,78,2023-02-09 13:48:37.597036+00:00,completed,checkInNotAvailable,2023-02-23 06:00:00+00:00,2023-02-23 17:00:00+00:00,FALSE
818,79,2023-02-13 15:05:55.989320+00:00,completed,checkInNotAvailable,2023-02-14 06:00:00+00:00,2023-02-14 17:00:00+00:00,FALSE
211,80,2023-02-14 08:32:46.202365+00:00,completed,checkedIn,2023-02-14 08:45:00+00:00,2023-02-14 17:30:00+00:00,FALSE
188,81,2023-02-15 12:47:53.425981+00:00,completed,checkInNotAvailable,2023-02-15 13:00:00+00:00,2023-02-15 17:00:00+00:00,FALSE
322,82,2023-02-22 14:27:39.530342+00:00,completed,checkInNotAvailable,2023-03-01 07:00:00+00:00,2023-03-01 17:00:00+00:00,FALSE
116,83,2023-02-28 05:48:23.437559+00:00,completed,checkedIn,2023-02-28 06:00:00+00:00,2023-02-28 17:30:00+00:00,FALSE
184,84,2023-03-01 16:22:20.138118+00:00,cancelled,notCheckedIn,2023-03-07 05:00:00+00:00,2023-03-07 17:30:00+00:00,FALSE
31,85,2023-03-03 07:09:39.894935+00:00,completed,checkedIn,2023-03-08 07:45:00+00:00,2023-03-08 17:30:00+00:00,FALSE
206,86,2023-03-05 07:24:05.156433+00:00,cancelled,notCheckedIn,2023-03-07 05:00:00+00:00,2023-03-07 17:30:00+00:00,FALSE
326,87,2023-03-11 20:08:58.494285+00:00,completed,checkedIn,2023-03-14 05:00:00+00:00,2023-03-14 17:30:00+00:00,FALSE
246,88,2023-03-13 13:16:26.658820+00:00,editedByUser,checkInNotAvailable,2023-03-16 08:30:00+00:00,2023-03-16 18:00:00+00:00,FALSE
91,89,2023-03-14 06:53:27.302088+00:00,completed,checkInNotAvailable,2023-03-14 07:00:00+00:00,2023-03-14 17:00:00+00:00,FALSE
17,90,2023-03-15 05:12:20.137906+00:00,completed,checkedIn,2023-03-27 04:00:00+00:00,2023-03-27 16:30:00+00:00,FALSE
28,91,2023-03-23 10:35:36.477916+00:00,cancelled,notCheckedIn,2023-03-27 04:00:00+00:00,2023-03-27 16:30:00+00:00,FALSE
67,92,2023-03-24 10:37:50.137252+00:00,cancelled,notCheckedIn,2023-03-28 04:00:00+00:00,2023-03-28 16:30:00+00:00,FALSE
94,93,2023-03-27 20:22:22.639422+00:00,completed,checkInNotAvailable,2023-03-28 05:00:00+00:00,2023-03-28 16:00:00+00:00,FALSE
236,94,2023-04-03 07:52:57.904780+00:00,completed,checkInNotAvailable,2023-04-03 08:00:00+00:00,2023-04-03 16:00:00+00:00,FALSE
168,95,2023-04-05 07:24:47.235135+00:00,completed,checkedIn,2023-04-06 06:00:00+00:00,2023-04-06 17:00:00+00:00,FALSE
174,96,2023-04-05 07:35:32.608103+00:00,cancelled,notCheckedIn,2023-04-05 07:45:00+00:00,2023-04-05 17:00:00+00:00,FALSE
174,97,2023-04-05 10:48:18.825227+00:00,,checkedIn,2023-04-05 07:45:00+00:00,2023-04-05 17:00:00+00:00,FALSE
165,98,2023-04-05 12:30:22.075543+00:00,,checkedIn,2023-04-06 10:00:00+00:00,2023-04-06 17:00:00+00:00,FALSE
214,99,2023-04-13 07:06:03.879673+00:00,,checkedIn,2023-04-13 07:15:00+00:00,2023-04-13 17:00:00+00:00,FALSE
308,100,2023-04-18 03:17:21.400781+00:00,,checkInNotAvailable,2023-04-18 05:00:00+00:00,2023-04-18 17:00:00+00:00,FALSE
1177,101,2023-04-24 12:55:11.591617+00:00,,notCheckedIn,2023-04-24 13:00:00+00:00,2023-04-24 16:00:00+00:00,FALSE
856,102,2023-04-25 11:17:21.189204+00:00,,notCheckedIn,2023-04-26 06:00:00+00:00,2023-04-26 13:00:00+00:00,FALSE
1183,103,2023-05-04 07:12:06.320056+00:00,,notCheckedIn,2023-05-04 07:15:00+00:00,2023-05-04 16:30:00+00:00,FALSE
209,104,2023-05-09 04:05:43.350831+00:00,,checkedIn,2023-05-09 04:15:00+00:00,2023-05-09 16:30:00+00:00,FALSE
285,105,2022-10-30 16:47:53.978567+00:00,,checkInNotAvailable,2022-11-01 07:00:00+00:00,2022-11-01 17:00:00+00:00,FALSE
216,106,2022-10-31 07:10:57.645711+00:00,,checkedIn,2022-10-31 07:00:00+00:00,2022-10-31 18:00:00+00:00,FALSE
186,107,2022-11-01 10:13:24.879473+00:00,,checkedIn,2022-11-01 11:00:00+00:00,2022-11-01 17:30:00+00:00,FALSE
111,108,2022-11-02 08:12:58.617741+00:00,,checkedIn,2022-11-02 05:00:00+00:00,2022-11-02 17:30:00+00:00,FALSE
239,109,2022-11-03 08:46:44.149680+00:00,,readyForNonQRCheckIn,2022-11-03 09:30:00+00:00,2022-11-03 11:30:00+00:00,FALSE
289,110,2022-11-03 09:09:22.265417+00:00,,notCheckedIn,2022-11-10 06:00:00+00:00,2022-11-10 18:00:00+00:00,FALSE
252,111,2022-11-04 07:25:04.372344+00:00,,checkInNotAvailable,2022-11-04 07:30:00+00:00,2022-11-04 17:00:00+00:00,FALSE
96,112,2022-11-06 14:38:34.204536+00:00,,checkInNotAvailable,2022-11-09 06:00:00+00:00,2022-11-09 17:00:00+00:00,FALSE
65,113,2022-11-14 07:27:34.187984+00:00,,checkedIn,2022-11-15 05:00:00+00:00,2022-11-15 17:30:00+00:00,FALSE
201,114,2022-11-14 13:53:54.246996+00:00,,checkedIn,2022-11-14 05:00:00+00:00,2022-11-14 13:54:42.547000+00:00,FALSE
135,115,2022-11-15 13:08:20.121784+00:00,,checkedIn,2022-11-22 05:00:00+00:00,2022-11-22 17:30:00+00:00,FALSE
135,116,2022-11-15 13:08:32.799807+00:00,,notCheckedIn,2022-11-23 05:00:00+00:00,2022-11-23 17:30:00+00:00,FALSE
184,117,2022-11-21 08:47:04.132807+00:00,,checkedIn,2022-11-22 05:00:00+00:00,2022-11-22 17:30:00+00:00,FALSE
214,118,2022-11-21 13:11:50.849498+00:00,,notCheckedIn,2022-11-23 07:00:00+00:00,2022-11-23 18:00:00+00:00,FALSE
255,119,2022-11-22 22:53:08.844885+00:00,,checkInNotAvailable,2022-11-23 06:00:00+00:00,2022-11-23 17:00:00+00:00,FALSE
74,120,2022-11-25 07:40:43.457237+00:00,,notCheckedIn,2022-11-25 09:00:00+00:00,2022-11-25 18:00:00+00:00,FALSE
214,121,2022-11-29 10:26:20.093406+00:00,,notCheckedIn,2022-12-01 07:00:00+00:00,2022-12-01 18:00:00+00:00,FALSE
31,122,2022-11-30 09:23:09.396794+00:00,,notCheckedIn,2022-12-05 08:00:00+00:00,2022-12-05 17:30:00+00:00,FALSE
320,123,2022-11-30 13:11:18.533405+00:00,,checkInNotAvailable,2022-11-30 06:00:00+00:00,2022-11-30 18:00:00+00:00,FALSE
251,124,2022-12-02 05:27:45.703052+00:00,,checkInNotAvailable,2022-12-02 06:00:00+00:00,2022-12-02 11:00:00+00:00,FALSE
273,125,2022-12-04 14:09:50.639566+00:00,,notCheckedIn,2022-12-09 08:00:00+00:00,2022-12-09 16:30:00+00:00,FALSE
211,126,2022-12-05 07:52:15.467430+00:00,,checkedIn,2022-12-05 08:00:00+00:00,2022-12-05 17:30:00+00:00,FALSE
319,127,2022-12-05 13:03:46.721183+00:00,,notCheckedIn,2022-12-05 13:30:00+00:00,2022-12-05 18:00:00+00:00,FALSE
28,128,2022-12-10 17:32:44.825756+00:00,,checkedIn,2022-12-12 05:00:00+00:00,2022-12-12 17:30:00+00:00,FALSE
28,129,2022-12-10 17:34:36.803757+00:00,,notCheckedIn,2022-12-19 05:00:00+00:00,2022-12-19 17:30:00+00:00,FALSE
311,130,2022-12-13 08:48:03.250627+00:00,,notCheckedIn,2022-12-20 08:00:00+00:00,2022-12-20 17:30:00+00:00,FALSE
251,131,2022-12-16 14:52:33.090400+00:00,,checkInNotAvailable,2022-12-21 06:00:00+00:00,2022-12-21 16:00:00+00:00,FALSE
174,132,2022-12-21 23:13:47.553413+00:00,,notCheckedIn,2022-12-22 10:45:00+00:00,2022-12-22 18:00:00+00:00,FALSE
221,133,2023-01-16 07:19:07.344773+00:00,,checkedIn,2023-01-18 07:00:00+00:00,2023-01-18 18:00:00+00:00,FALSE
17,134,2023-01-16 07:47:26.249928+00:00,,notCheckedIn,2023-01-16 08:00:00+00:00,2023-01-16 17:30:00+00:00,FALSE
219,135,2023-01-16 14:44:39.507251+00:00,,notCheckedIn,2023-01-18 08:30:00+00:00,2023-01-18 18:00:00+00:00,FALSE
307,136,2023-01-23 07:10:06.375660+00:00,,checkInNotAvailable,2023-01-26 06:00:00+00:00,2023-01-26 18:00:00+00:00,FALSE
816,137,2023-02-01 10:32:48.610906+00:00,,notCheckedIn,2023-02-02 08:00:00+00:00,2023-02-02 12:30:00+00:00,FALSE
178,138,2023-02-03 07:54:59.056511+00:00,,notCheckedIn,2023-02-06 07:00:00+00:00,2023-02-06 18:00:00+00:00,FALSE
843,139,2023-02-10 13:22:09.446635+00:00,,notCheckedIn,2023-02-14 05:00:00+00:00,2023-02-14 17:30:00+00:00,FALSE
61,140,2023-02-22 09:06:14.203339+00:00,,checkedIn,2023-02-28 05:00:00+00:00,2023-02-28 17:30:00+00:00,FALSE
6,141,2023-02-22 11:05:05.750710+00:00,,notCheckedIn,2023-03-03 06:00:00+00:00,2023-03-03 17:00:00+00:00,FALSE
228,142,2023-02-23 07:42:40.166279+00:00,,checkedIn,2023-02-23 07:00:00+00:00,2023-02-23 18:00:00+00:00,FALSE
84,143,2023-02-27 12:34:11.135159+00:00,,notCheckedIn,2023-03-01 08:00:00+00:00,2023-03-01 18:00:00+00:00,FALSE
9,144,2023-02-28 08:05:07.655972+00:00,,notCheckedIn,2023-02-28 08:15:00+00:00,2023-02-28 17:00:00+00:00,FALSE
837,145,2023-03-08 10:05:58.880289+00:00,,checkedIn,2023-03-08 09:00:00+00:00,2023-03-08 18:00:00+00:00,FALSE
224,146,2023-03-13 07:39:45.349053+00:00,,checkedIn,2023-03-15 07:00:00+00:00,2023-03-15 18:00:00+00:00,FALSE
317,147,2023-03-14 08:23:12.353272+00:00,,checkInNotAvailable,2023-03-15 08:30:00+00:00,2023-03-15 14:00:00+00:00,FALSE
857,148,2023-03-15 23:32:36.299297+00:00,,notCheckedIn,2023-03-16 07:00:00+00:00,2023-03-16 18:00:00+00:00,FALSE
183,149,2023-03-20 08:07:54.210154+00:00,,checkedIn,2023-03-20 08:30:00+00:00,2023-03-20 17:30:00+00:00,FALSE
236,150,2023-03-24 09:33:40.460283+00:00,,checkInNotAvailable,2023-03-29 05:00:00+00:00,2023-03-29 16:00:00+00:00,FALSE
1138,151,2023-03-30 15:38:49.816668+00:00,,notCheckedIn,2023-04-06 08:00:00+00:00,2023-04-06 17:00:00+00:00,FALSE
38,152,2023-04-03 14:23:46.425977+00:00,,checkedIn,2023-04-04 07:15:00+00:00,2023-04-04 16:00:00+00:00,FALSE
824,153,2023-04-05 05:41:10.707808+00:00,,readyForNonQRCheckIn,2023-04-05 06:00:00+00:00,2023-04-05 17:00:00+00:00,FALSE
228,154,2023-04-05 06:23:14.396704+00:00,,checkedIn,2023-04-05 06:00:00+00:00,2023-04-05 17:00:00+00:00,FALSE
1165,155,2023-04-05 11:45:43.856652+00:00,,notCheckedIn,2023-04-06 07:00:00+00:00,2023-04-06 16:30:00+00:00,FALSE
65,156,2023-04-11 06:14:55.882756+00:00,,checkedIn,2023-04-11 04:00:00+00:00,2023-04-11 16:30:00+00:00,FALSE
91,157,2023-04-12 04:43:15.679204+00:00,,checkInNotAvailable,2023-04-12 05:00:00+00:00,2023-04-12 16:00:00+00:00,FALSE
40,158,2023-04-14 22:00:20.839895+00:00,,notCheckedIn,2023-04-21 06:00:00+00:00,2023-04-21 17:00:00+00:00,FALSE
864,159,2023-04-18 07:32:40.319769+00:00,,notCheckedIn,2023-04-19 07:00:00+00:00,2023-04-19 17:00:00+00:00,FALSE
91,160,2023-04-20 05:45:13.847753+00:00,,checkInNotAvailable,2023-04-20 05:45:00+00:00,2023-04-20 16:00:00+00:00,FALSE
38,161,2023-04-24 16:28:25.708596+00:00,,checkedIn,2023-04-25 07:00:00+00:00,2023-04-25 16:00:00+00:00,FALSE
60,162,2023-04-27 07:21:23.398801+00:00,,checkedIn,2023-04-27 07:30:00+00:00,2023-04-27 16:30:00+00:00,"""FALSE"""
53,163,2023-04-28 07:23:11.490465+00:00,,checkInNotAvailable,2023-04-28 07:30:00+00:00,2023-04-28 16:00:00+00:00,FALSE
320,164,2023-05-09 07:56:49.593194+00:00,,readyForCheckIn,2023-05-12 05:00:00+00:00,2023-05-12 17:00:00+00:00,FALSE
289,165,2022-10-24 08:13:12.188274+00:00,,checkInNotAvailable,2022-11-03 06:00:00+00:00,2022-11-03 09:08:08.699000+00:00,FALSE
146,166,2022-10-26 09:59:53.380575+00:00,,checkedIn,2022-11-01 05:00:00+00:00,2022-11-01 17:30:00+00:00,FALSE
146,167,2022-10-26 10:01:07.819372+00:00,,checkedIn,2022-11-04 05:00:00+00:00,2022-11-04 06:02:21.672000+00:00,FALSE
252,168,2022-11-01 07:18:38.711255+00:00,,checkInNotAvailable,2022-11-01 07:00:00+00:00,2022-11-01 17:00:00+00:00,FALSE
311,169,2022-11-10 16:16:14.317534+00:00,,checkedIn,2022-11-17 08:00:00+00:00,2022-11-17 17:30:00+00:00,FALSE
175,170,2022-11-14 08:48:24.933238+00:00,,notCheckedIn,2022-11-17 08:30:00+00:00,2022-11-17 18:00:00+00:00,FALSE
204,171,2022-11-16 08:21:48.688568+00:00,,checkedIn,2022-11-25 08:30:00+00:00,2022-11-25 16:00:00+00:00,FALSE
90,172,2022-11-17 07:55:56.560703+00:00,,checkInNotAvailable,2022-11-17 08:00:00+00:00,2022-11-17 17:00:00+00:00,FALSE
307,173,2022-11-18 12:29:33.430738+00:00,,checkInNotAvailable,2022-11-21 06:00:00+00:00,2022-11-21 18:00:00+00:00,FALSE
173,174,2022-11-24 07:52:53.426512+00:00,,notCheckedIn,2022-11-24 08:00:00+00:00,2022-11-24 18:00:00+00:00,FALSE
306,175,2022-11-28 17:18:10.646733+00:00,,checkInNotAvailable,2022-11-29 06:00:00+00:00,2022-11-29 18:00:00+00:00,FALSE
317,176,2022-11-29 09:57:00.421066+00:00,cancelled,notCheckedIn,2022-12-07 08:00:00+00:00,2022-12-07 13:00:00+00:00,FALSE
183,177,2022-11-30 07:21:32.250559+00:00,completed,checkedIn,2022-11-30 05:00:00+00:00,2022-11-30 17:30:00+00:00,FALSE
294,178,2022-12-15 09:04:43.709319+00:00,completed,checkInNotAvailable,2022-12-20 06:00:00+00:00,2022-12-20 18:00:00+00:00,FALSE
236,179,2022-12-22 08:29:49.829598+00:00,completed,checkInNotAvailable,2022-12-23 06:00:00+00:00,2022-12-23 17:00:00+00:00,FALSE
322,180,2023-01-01 17:57:06.096811+00:00,completed,checkInNotAvailable,2023-01-04 07:00:00+00:00,2023-01-04 17:00:00+00:00,FALSE
136,181,2023-01-02 14:57:34.924955+00:00,completed,notCheckedIn,2023-01-10 07:00:00+00:00,2023-01-10 16:00:00+00:00,FALSE
114,182,2023-01-03 20:06:19.029954+00:00,completed,checkedIn,2023-01-04 05:00:00+00:00,2023-01-04 17:30:00+00:00,FALSE
326,183,2023-01-05 22:39:25.643511+00:00,completed,notCheckedIn,2023-01-18 05:00:00+00:00,2023-01-18 17:30:00+00:00,FALSE
67,184,2023-01-12 07:46:33.543138+00:00,completed,checkedIn,2023-01-13 05:00:00+00:00,2023-01-13 17:30:00+00:00,FALSE
808,185,2023-01-12 10:21:40.911587+00:00,cancelled,notCheckedIn,2023-01-12 07:00:00+00:00,2023-01-12 19:00:00+00:00,FALSE
174,186,2023-01-16 10:05:04.877307+00:00,editedByUser,readyForCheckIn,2023-01-16 10:15:00+00:00,2023-01-16 18:00:00+00:00,FALSE
818,187,2023-01-17 09:33:26.991500+00:00,completed,checkInNotAvailable,2023-01-18 06:00:00+00:00,2023-01-18 17:00:00+00:00,FALSE
257,188,2023-01-20 18:31:59.515490+00:00,cancelled,notCheckedIn,2023-01-23 07:00:00+00:00,2023-01-23 18:00:00+00:00,FALSE
200,189,2023-01-24 14:28:32.352330+00:00,cancelled,notCheckedIn,2023-02-02 11:30:00+00:00,2023-02-02 17:30:00+00:00,FALSE
